People,Density,EntryRate,Temp,Humidity,CO2,Airflow,Time,Session,OutsideTemp,RoomSize,ACCapacity,ACUnits,Feedback
161,0.81,5,32.36,60,1293,0.87,17,Lecture,36,200,2.0,4,1
94,0.47,13,28.73,60,1021,0.69,15,Networking,32,200,2.0,4,1
155,0.78,2,29.85,63,1314,0.63,11,Lecture,32,200,2.0,1,1
191,0.95,2,31.74,66,1620,0.92,12,Empty,35,200,2.0,3,1
21,0.1,0,23.38,63,564,0.36,11,Lecture,32,200,2.5,4,-1
62,0.31,4,27.24,61,806,0.89,17,Networking,32,200,2.0,4,1
16,0.08,16,23.92,49,572,0.65,9,Empty,40,200,2.5,2,-1
45,0.23,5,24.09,63,629,0.69,9,Empty,31,200,1.5,2,0
133,0.67,23,30.9,50,1227,0.46,9,Networking,37,200,1.5,4,1
112,0.56,20,28.86,70,1046,0.92,11,Empty,28,200,2.5,1,1
41,0.2,20,26.09,42,647,0.54,12,Lecture,29,200,2.0,2,1
178,0.89,2,31.91,41,1518,0.73,9,Empty,30,200,2.5,4,1
36,0.18,20,26.95,58,612,0.68,17,Lecture,41,200,2.5,1,0
111,0.56,16,28.22,62,1107,0.93,12,Empty,35,200,1.5,1,1
154,0.77,19,30.8,72,1381,0.82,14,Lecture,32,200,1.5,2,1
57,0.28,20,26.49,62,696,0.69,15,Networking,31,200,2.5,3,1
109,0.55,17,28.44,68,1119,0.97,13,Networking,42,200,2.0,3,1
198,0.99,2,33.18,60,1567,0.34,11,Lecture,36,200,2.5,4,1
177,0.89,4,32.22,61,1486,0.66,13,Lecture,30,200,1.5,3,1
155,0.78,23,32.08,45,1395,0.69,17,Networking,39,200,2.5,2,1
2,0.01,0,22.7,40,470,0.5,16,Lecture,29,200,2.5,3,-1
1,0.01,0,24.19,56,426,0.98,17,Empty,29,200,2.5,2,0
200,1.0,4,32.59,57,1587,0.34,16,Networking,33,200,2.5,4,1
23,0.12,21,25.15,67,515,0.79,14,Lecture,41,200,2.0,1,0
4,0.02,8,23.61,69,349,0.28,10,Empty,29,200,1.5,2,-1
175,0.88,11,32.69,60,1384,0.28,17,Networking,37,200,1.5,1,1
116,0.58,13,28.5,49,1072,0.31,14,Lecture,40,200,2.0,2,1
89,0.45,20,27.59,67,972,0.55,13,Lecture,32,200,1.5,4,1
49,0.24,6,26.86,69,730,0.52,15,Empty,33,200,1.5,1,0
45,0.23,16,24.53,50,609,0.63,14,Networking,33,200,2.0,4,0
179,0.9,0,33.42,65,1545,0.76,12,Empty,37,200,2.5,1,1
157,0.79,16,29.95,42,1338,0.68,14,Lecture,28,200,2.0,1,1
127,0.64,17,28.3,43,1084,0.46,16,Empty,29,200,1.5,2,1
175,0.88,4,33.92,46,1437,0.59,9,Empty,39,200,2.0,2,1
4,0.02,11,22.54,57,497,0.38,18,Lecture,30,200,2.0,4,-1
94,0.47,19,27.48,69,963,0.63,18,Networking,39,200,1.5,3,1
18,0.09,19,25.13,70,434,0.56,18,Empty,39,200,2.5,1,0
149,0.74,6,31.47,73,1365,0.66,17,Empty,37,200,1.5,3,1
32,0.16,16,23.2,55,550,0.32,12,Empty,29,200,2.5,4,-1
195,0.97,3,32.42,55,1588,0.85,14,Empty,34,200,1.5,2,1
63,0.32,8,26.63,66,794,0.8,16,Empty,32,200,2.0,4,-1
73,0.36,16,28.17,50,782,0.66,11,Lecture,41,200,2.5,4,1
46,0.23,17,26.34,53,659,0.35,16,Networking,42,200,2.5,4,1
102,0.51,2,29.03,64,1044,0.79,18,Lecture,34,200,2.5,2,1
47,0.23,18,26.35,47,640,0.6,15,Networking,29,200,2.5,2,1
46,0.23,3,24.19,45,752,0.64,11,Networking,29,200,1.5,1,0
63,0.32,5,26.57,58,756,0.46,16,Lecture,28,200,2.5,2,0
18,0.09,13,23.61,74,428,0.77,17,Empty,40,200,1.5,2,1
42,0.21,13,25.84,47,583,0.59,13,Networking,37,200,2.0,3,1
193,0.96,19,31.9,57,1595,0.28,10,Networking,37,200,2.0,4,1
32,0.16,1,24.85,73,657,0.56,11,Networking,35,200,2.5,1,1
41,0.2,23,24.63,53,573,0.54,11,Networking,29,200,1.5,2,0
178,0.89,2,34.03,52,1508,0.8,11,Lecture,41,200,2.5,4,1
32,0.16,24,24.6,52,628,0.43,9,Empty,31,200,2.5,3,0
104,0.52,21,28.91,53,984,0.25,11,Networking,39,200,2.0,4,1
36,0.18,21,25.99,75,566,0.45,12,Empty,40,200,2.0,3,1
0,0.0,13,25.06,75,418,0.67,12,Empty,41,200,2.0,2,1
199,0.99,6,34.41,53,1516,0.4,10,Empty,35,200,1.5,3,1
96,0.48,0,27.43,57,958,0.21,17,Empty,31,200,1.5,4,1
157,0.79,6,30.56,69,1303,0.65,12,Networking,37,200,1.5,4,1
24,0.12,18,24.98,53,547,0.9,9,Lecture,37,200,1.5,2,0
71,0.35,23,26.36,52,761,0.93,11,Networking,33,200,2.0,1,0
2,0.01,1,23.35,51,488,0.25,10,Networking,40,200,2.5,4,-1
62,0.31,21,26.61,69,692,0.81,11,Lecture,39,200,1.5,4,-1
11,0.06,15,22.87,59,421,0.99,16,Networking,34,200,1.5,4,-1
74,0.37,12,28.58,70,864,0.55,14,Empty,42,200,2.5,3,1
181,0.91,9,33.79,49,1563,0.73,15,Networking,37,200,1.5,1,1
57,0.28,7,26.94,61,696,0.95,16,Networking,40,200,2.5,4,0
189,0.94,1,32.14,75,1588,0.62,11,Networking,32,200,1.5,1,1
54,0.27,25,26.95,46,744,0.79,9,Empty,30,200,1.5,3,1
142,0.71,7,30.16,41,1215,0.33,17,Lecture,29,200,2.0,3,1
14,0.07,21,23.41,45,406,0.43,13,Lecture,30,200,2.0,3,-1
42,0.21,22,25.21,55,655,0.7,10,Empty,41,200,2.5,3,0
181,0.91,0,32.57,53,1412,0.69,13,Lecture,35,200,1.5,3,1
35,0.17,19,25.29,74,554,0.37,17,Empty,42,200,2.5,2,1
38,0.19,7,25.29,53,666,0.92,16,Networking,28,200,1.5,2,0
197,0.98,11,34.52,50,1653,0.45,10,Empty,32,200,2.5,1,1
51,0.26,23,26.9,55,730,0.24,9,Empty,41,200,2.0,1,1
105,0.53,17,29.3,59,979,0.87,12,Networking,40,200,1.5,3,1
90,0.45,0,26.7,49,938,0.8,12,Networking,29,200,2.5,2,0
194,0.97,12,31.72,51,1559,0.98,12,Empty,29,200,2.0,2,1
42,0.21,6,24.2,64,582,0.7,13,Lecture,34,200,2.5,2,0
86,0.43,14,26.82,72,969,0.72,10,Empty,31,200,2.5,2,1
192,0.96,19,31.99,63,1631,0.31,13,Lecture,36,200,2.5,2,1
88,0.44,21,28.97,71,980,0.4,18,Lecture,40,200,2.5,3,1
166,0.83,12,32.66,68,1416,0.68,12,Empty,31,200,2.0,3,1
9,0.04,16,24.38,43,511,0.52,15,Empty,32,200,1.5,4,0
41,0.2,21,26.84,56,695,0.72,12,Empty,40,200,2.0,2,-1
181,0.91,23,32.49,68,1458,0.21,13,Empty,30,200,2.5,1,1
135,0.68,15,30.79,46,1160,0.32,16,Empty,40,200,2.0,1,1
102,0.51,22,28.88,56,976,0.72,15,Empty,32,200,2.5,3,1
174,0.87,20,32.97,56,1426,0.99,12,Lecture,37,200,2.5,4,1
41,0.2,14,24.56,75,703,0.59,14,Networking,37,200,2.5,3,1
121,0.6,10,29.47,43,1053,0.36,15,Networking,32,200,2.0,1,1
28,0.14,22,23.29,68,604,0.48,18,Networking,30,200,2.0,2,-1
45,0.23,16,24.46,70,695,0.48,12,Networking,33,200,2.5,1,1
99,0.49,20,27.74,40,995,0.94,18,Networking,37,200,1.5,4,1
21,0.1,8,26.08,50,507,0.58,16,Networking,41,200,2.0,2,0
135,0.68,22,31.09,41,1274,0.53,14,Lecture,41,200,2.0,3,1
155,0.78,8,31.19,40,1258,0.69,10,Lecture,34,200,1.5,1,1
84,0.42,25,28.27,42,966,0.49,12,Networking,36,200,2.0,3,1
105,0.53,6,27.19,51,1071,0.65,13,Lecture,28,200,1.5,4,1
71,0.35,7,26.01,50,749,0.79,16,Empty,32,200,2.0,3,1
46,0.23,6,25.78,74,625,0.4,12,Empty,40,200,1.5,1,1
71,0.35,16,27.46,55,901,0.47,16,Lecture,38,200,2.0,2,1
10,0.05,8,25.59,75,398,0.33,13,Lecture,42,200,2.0,4,1
34,0.17,21,24.39,53,682,0.79,16,Lecture,40,200,1.5,2,0
137,0.69,19,29.55,63,1186,0.84,12,Empty,41,200,2.5,4,1
27,0.14,4,24.26,53,618,0.57,13,Networking,34,200,2.5,3,0
60,0.3,23,25.51,66,794,0.91,18,Empty,31,200,2.5,3,-1
103,0.52,14,28.34,53,974,0.31,15,Empty,32,200,2.0,4,1
2,0.01,2,22.83,41,489,0.43,9,Networking,33,200,2.0,1,-1
75,0.38,20,25.99,54,925,0.74,17,Lecture,33,200,2.0,2,0
129,0.65,9,31.49,43,1145,0.22,15,Networking,37,200,2.0,1,1
51,0.26,2,26.15,64,782,0.39,12,Networking,40,200,2.0,4,0
135,0.68,19,29.21,54,1194,0.32,11,Networking,31,200,1.5,1,1
162,0.81,4,31.87,42,1330,0.37,15,Lecture,33,200,2.5,4,1
58,0.29,5,26.06,41,743,0.38,13,Lecture,34,200,1.5,1,0
186,0.93,8,33.98,64,1596,0.97,11,Empty,32,200,2.0,2,1
135,0.68,24,29.84,72,1194,0.34,9,Lecture,30,200,2.0,1,1
180,0.9,16,34.32,56,1407,0.85,11,Lecture,41,200,2.0,1,1
128,0.64,14,28.32,40,1210,0.9,9,Empty,31,200,1.5,4,1
184,0.92,2,33.38,61,1504,0.71,15,Networking,34,200,2.5,1,1
170,0.85,9,30.39,40,1438,0.52,10,Empty,32,200,2.5,4,1
20,0.1,5,25.64,61,466,0.69,9,Networking,32,200,1.5,4,0
20,0.1,18,23.03,43,528,0.96,15,Networking,33,200,2.5,3,-1
94,0.47,13,29.99,60,922,0.83,17,Empty,41,200,1.5,3,1
105,0.53,5,28.15,73,1088,0.85,18,Lecture,29,200,2.0,1,1
15,0.07,1,23.07,55,420,0.76,10,Lecture,35,200,1.5,3,-1
121,0.6,12,27.83,55,1193,0.66,15,Networking,30,200,2.5,1,1
31,0.15,15,26.38,48,544,0.57,9,Lecture,41,200,1.5,4,0
145,0.72,7,30.79,60,1326,0.47,9,Lecture,38,200,2.0,1,1
185,0.93,12,33.38,60,1454,0.25,12,Lecture,40,200,1.5,4,1
169,0.84,16,33.36,45,1406,0.97,10,Empty,37,200,2.5,3,1
132,0.66,24,28.41,70,1136,0.59,11,Empty,31,200,1.5,2,1
126,0.63,23,28.93,44,1135,0.44,18,Empty,40,200,1.5,3,1
95,0.47,21,27.37,49,893,0.92,10,Networking,34,200,1.5,4,1
119,0.59,14,29.91,48,1111,0.26,11,Empty,38,200,2.5,4,1
128,0.64,14,28.47,61,1181,0.85,13,Lecture,29,200,2.0,4,1
64,0.32,24,25.61,60,773,0.22,11,Lecture,36,200,2.5,1,0
166,0.83,23,32.6,54,1395,0.72,17,Lecture,40,200,2.0,2,1
45,0.23,22,26.48,51,720,0.58,14,Lecture,32,200,2.0,3,1
11,0.06,19,23.31,40,484,0.79,16,Lecture,38,200,2.0,4,-1
40,0.2,9,25.87,55,709,0.56,18,Networking,37,200,1.5,1,1
81,0.41,8,27.42,71,825,0.29,16,Lecture,38,200,2.5,1,1
131,0.66,10,30.31,51,1111,0.49,14,Empty,31,200,1.5,2,1
131,0.66,22,29.57,53,1183,0.41,15,Lecture,39,200,2.0,4,1
6,0.03,6,23.6,60,450,0.91,9,Lecture,30,200,1.5,1,-1
87,0.43,12,27.42,61,967,0.37,17,Networking,41,200,1.5,4,1
134,0.67,22,30.26,42,1241,0.73,10,Empty,30,200,1.5,2,1
184,0.92,4,33.05,47,1581,0.81,16,Lecture,32,200,1.5,4,1
35,0.17,20,25.26,46,597,0.57,11,Lecture,33,200,2.0,1,0
97,0.48,19,28.87,72,940,0.39,13,Lecture,31,200,2.5,3,1
172,0.86,21,31.29,57,1403,0.9,10,Lecture,28,200,2.5,2,1
86,0.43,18,28.94,69,957,0.54,18,Networking,40,200,2.5,3,1
133,0.67,4,31.74,49,1134,0.53,13,Networking,37,200,2.0,3,1
94,0.47,21,28.81,66,1004,0.98,15,Networking,34,200,2.5,3,1
184,0.92,6,31.5,51,1511,0.58,18,Lecture,33,200,1.5,1,1
71,0.35,5,26.07,59,755,0.66,15,Empty,35,200,2.0,4,-1
2,0.01,21,24.92,48,475,0.63,16,Networking,35,200,2.5,3,-1
12,0.06,25,24.49,68,495,0.54,10,Networking,34,200,2.5,4,0
161,0.81,5,31.17,50,1423,0.76,9,Networking,34,200,2.0,1,1
33,0.17,16,25.0,65,524,0.84,18,Lecture,28,200,2.0,2,-1
169,0.84,6,31.01,47,1355,0.37,16,Networking,38,200,1.5,2,1
42,0.21,8,23.83,58,638,0.51,9,Networking,30,200,2.0,2,-1
129,0.65,22,29.77,71,1109,0.27,10,Networking,40,200,1.5,1,1
143,0.71,15,31.6,70,1336,0.3,12,Lecture,33,200,2.0,4,1
171,0.85,20,31.39,52,1471,0.21,9,Lecture,34,200,2.0,1,1
39,0.2,11,26.19,73,652,0.49,14,Lecture,28,200,2.5,3,1
106,0.53,15,28.52,48,1106,0.28,16,Lecture,34,200,2.0,4,1
153,0.77,3,30.61,40,1327,0.28,12,Networking,40,200,1.5,4,1
190,0.95,3,32.61,50,1483,0.91,10,Networking,32,200,2.0,3,1
165,0.82,5,31.35,58,1380,0.31,16,Empty,35,200,2.0,1,1
102,0.51,7,30.17,45,946,0.63,14,Empty,41,200,2.0,1,1
35,0.17,20,24.28,69,681,0.9,11,Lecture,38,200,1.5,1,0
96,0.48,10,27.08,63,919,0.69,14,Empty,37,200,1.5,1,1
64,0.32,15,26.2,55,769,0.49,14,Networking,39,200,2.0,2,1
198,0.99,9,32.48,51,1626,0.32,13,Networking,32,200,2.0,2,1
85,0.42,18,27.96,40,983,0.8,9,Networking,39,200,2.5,1,1
119,0.59,16,28.59,56,1090,0.2,11,Lecture,33,200,2.0,4,1
94,0.47,20,26.92,42,1031,0.84,17,Empty,31,200,1.5,3,1
21,0.1,24,23.57,43,534,0.5,15,Networking,40,200,2.0,4,-1
138,0.69,25,30.93,41,1254,0.97,17,Networking,41,200,2.5,4,1
123,0.61,1,29.11,58,1185,0.65,18,Empty,41,200,2.5,1,1
91,0.46,6,26.1,72,1023,0.9,12,Empty,29,200,2.5,1,1
184,0.92,5,31.79,67,1487,0.31,9,Empty,36,200,2.0,1,1
124,0.62,24,29.23,40,1078,0.82,14,Networking,29,200,2.0,1,1
11,0.06,19,24.86,52,421,0.71,18,Lecture,39,200,1.5,4,0
152,0.76,11,31.85,54,1313,0.45,12,Lecture,33,200,2.0,2,1
130,0.65,5,28.75,53,1136,0.54,13,Networking,37,200,2.5,1,1
96,0.48,18,29.26,73,980,0.29,13,Networking,33,200,2.5,3,1
188,0.94,11,34.36,42,1593,0.59,14,Empty,38,200,2.5,1,1
3,0.01,3,24.33,40,418,0.92,13,Empty,36,200,2.5,2,0
23,0.12,2,23.28,44,572,0.43,14,Lecture,30,200,1.5,1,-1
104,0.52,13,27.9,40,1096,0.3,13,Networking,30,200,1.5,2,1
96,0.48,23,29.12,62,928,0.88,10,Networking,42,200,2.0,4,1
106,0.53,7,29.12,44,1046,0.83,12,Empty,35,200,1.5,3,1
162,0.81,15,31.28,45,1436,0.95,12,Empty,39,200,1.5,4,1
50,0.25,14,25.54,65,718,0.29,16,Networking,28,200,1.5,2,0
5,0.03,14,24.48,73,462,0.77,14,Lecture,36,200,1.5,3,1
14,0.07,19,25.47,60,541,0.81,13,Empty,35,200,1.5,1,0
108,0.54,25,30.12,55,1102,0.37,16,Empty,36,200,2.0,2,1
157,0.79,1,30.82,70,1330,0.7,18,Lecture,37,200,2.5,3,1
66,0.33,14,26.44,44,854,0.67,18,Empty,38,200,2.0,2,0
111,0.56,8,27.08,46,994,0.96,10,Networking,30,200,1.5,3,1
45,0.23,3,25.1,53,635,0.29,10,Lecture,41,200,1.5,4,-1
119,0.59,11,28.17,48,1114,0.88,18,Networking,37,200,2.5,4,1
44,0.22,17,24.4,60,709,0.43,17,Lecture,28,200,1.5,2,0
50,0.25,0,27.81,57,717,0.65,17,Lecture,39,200,2.0,2,1
93,0.47,7,28.6,68,918,0.7,13,Empty,30,200,2.0,2,1
105,0.53,16,29.67,45,1037,0.57,15,Networking,39,200,1.5,3,1
40,0.2,15,23.36,43,560,0.9,10,Lecture,28,200,2.5,4,-1
186,0.93,6,33.83,61,1585,0.88,12,Lecture,38,200,1.5,4,1
119,0.59,20,30.07,70,1165,0.44,18,Lecture,35,200,2.5,4,1
170,0.85,0,30.44,65,1445,0.7,9,Lecture,34,200,2.5,3,1
176,0.88,6,30.66,69,1393,0.81,11,Empty,30,200,2.5,2,1
101,0.51,5,27.4,63,1003,0.43,13,Empty,37,200,2.5,2,1
34,0.17,7,23.54,43,586,0.68,13,Networking,33,200,2.5,4,-1
136,0.68,17,30.45,64,1207,0.3,17,Empty,38,200,2.0,1,1
89,0.45,24,26.47,67,953,0.36,13,Networking,31,200,2.0,3,0
77,0.39,10,27.06,45,934,0.68,13,Networking,34,200,1.5,1,1
24,0.12,23,25.9,69,500,0.42,14,Networking,42,200,2.0,3,1
138,0.69,10,30.79,43,1284,0.77,15,Networking,42,200,2.0,2,1
47,0.23,23,25.24,54,690,0.3,15,Empty,30,200,2.5,1,-1
186,0.93,4,31.72,72,1537,0.55,18,Empty,36,200,2.0,1,1
114,0.57,14,29.75,70,1099,0.37,11,Empty,33,200,2.0,1,1
186,0.93,2,33.24,64,1460,0.75,9,Empty,38,200,2.5,1,1
173,0.86,24,32.24,75,1381,0.9,16,Empty,41,200,2.5,2,1
124,0.62,21,27.78,41,1088,0.97,17,Networking,29,200,1.5,1,1
49,0.24,0,26.51,61,748,0.61,11,Networking,28,200,1.5,3,0
144,0.72,4,28.76,67,1274,0.76,16,Empty,28,200,2.5,1,1
74,0.37,1,26.75,48,867,0.58,10,Empty,42,200,2.0,3,0
193,0.96,3,32.11,43,1487,0.82,11,Empty,38,200,2.5,3,1
21,0.1,5,26.02,56,557,0.56,11,Networking,38,200,2.0,1,-1
61,0.3,7,27.48,61,827,0.28,11,Networking,31,200,2.5,1,1
29,0.14,13,25.06,72,553,0.62,18,Networking,33,200,2.0,4,1
142,0.71,24,31.5,40,1257,0.63,12,Networking,34,200,2.0,3,1
166,0.83,5,32.03,67,1371,0.5,18,Networking,29,200,1.5,1,1
23,0.12,2,24.48,40,480,0.95,13,Lecture,42,200,1.5,1,0
54,0.27,5,26.74,52,722,0.21,12,Lecture,39,200,2.0,4,-1
27,0.14,12,25.23,51,600,0.92,17,Networking,41,200,2.0,1,-1
74,0.37,0,27.56,75,913,0.61,18,Networking,30,200,2.0,3,1
33,0.17,8,24.88,43,579,0.55,11,Lecture,31,200,2.0,2,1
187,0.94,24,31.59,58,1483,0.82,15,Networking,37,200,2.0,2,1
54,0.27,25,26.63,67,673,0.35,17,Empty,39,200,1.5,4,0
99,0.49,22,29.12,68,1006,0.36,13,Empty,39,200,2.0,1,1
199,0.99,15,33.94,48,1590,0.9,15,Empty,38,200,2.0,1,1
135,0.68,2,29.74,57,1252,0.23,11,Empty,33,200,2.0,1,1
137,0.69,21,28.95,75,1220,0.97,10,Empty,36,200,2.5,4,1
121,0.6,13,29.69,47,1174,0.86,13,Empty,37,200,2.5,3,1
146,0.73,16,31.07,75,1278,0.28,11,Empty,35,200,1.5,2,1
160,0.8,19,32.17,49,1436,0.85,18,Networking,39,200,1.5,4,1
13,0.07,24,25.46,68,495,0.75,13,Lecture,39,200,1.5,4,0
63,0.32,11,28.2,53,780,0.43,15,Lecture,41,200,2.0,4,1
195,0.97,24,31.5,44,1521,0.39,10,Lecture,30,200,2.5,2,1
25,0.12,12,23.07,57,475,0.91,15,Networking,29,200,2.0,4,-1
164,0.82,11,30.32,53,1408,0.56,12,Empty,29,200,2.0,3,1
196,0.98,6,33.44,65,1642,0.98,15,Lecture,41,200,2.0,2,1
29,0.14,22,23.94,68,529,0.87,13,Networking,32,200,2.5,1,-1
23,0.12,22,24.31,66,613,0.64,13,Lecture,36,200,2.5,1,1
23,0.12,9,23.9,57,490,0.72,9,Networking,34,200,2.0,4,-1
80,0.4,13,27.5,55,850,0.89,16,Networking,33,200,1.5,4,1
69,0.34,5,26.47,67,833,0.28,13,Networking,35,200,2.5,2,0
67,0.34,21,25.74,52,791,0.65,12,Lecture,35,200,2.0,3,0
128,0.64,6,29.02,54,1168,0.42,15,Empty,37,200,2.5,3,1
138,0.69,20,31.41,54,1185,0.87,14,Networking,33,200,2.0,2,1
199,0.99,0,34.27,74,1585,0.73,15,Lecture,30,200,2.5,2,1
171,0.85,10,33.8,51,1475,0.59,10,Empty,38,200,2.5,3,1
168,0.84,12,32.04,63,1430,0.33,12,Empty,37,200,2.0,1,1
67,0.34,13,26.31,63,739,0.53,16,Networking,29,200,2.5,2,1
169,0.84,19,31.51,46,1384,0.47,17,Lecture,28,200,2.5,4,1
170,0.85,10,31.96,47,1453,0.6,12,Lecture,31,200,2.5,4,1
92,0.46,18,29.48,49,1010,0.35,9,Networking,37,200,2.0,2,1
49,0.24,20,26.14,60,714,0.33,18,Empty,28,200,2.5,4,1
6,0.03,20,25.94,51,466,0.33,15,Lecture,42,200,1.5,1,0
145,0.72,10,30.16,71,1268,0.9,9,Lecture,35,200,2.5,1,1
116,0.58,6,29.27,74,1147,0.41,16,Lecture,32,200,2.0,2,1
98,0.49,25,28.9,44,1026,0.65,10,Lecture,31,200,1.5,2,1
48,0.24,10,27.11,73,666,0.62,11,Lecture,40,200,2.0,4,1
8,0.04,22,25.0,42,514,0.58,12,Lecture,36,200,1.5,1,0
82,0.41,10,28.65,54,827,0.25,10,Lecture,34,200,2.0,4,1
76,0.38,0,26.59,57,824,0.23,14,Empty,35,200,2.5,2,0
111,0.56,12,28.88,45,1106,0.55,13,Networking,30,200,2.5,4,1
144,0.72,11,31.65,50,1239,0.94,18,Empty,32,200,2.5,1,1
59,0.29,1,26.61,49,727,0.87,11,Networking,40,200,2.0,3,1
79,0.4,25,27.13,46,954,0.95,15,Empty,33,200,2.0,2,1
62,0.31,19,24.75,65,814,0.78,13,Empty,28,200,1.5,3,0
193,0.96,6,33.6,73,1528,0.64,10,Empty,40,200,1.5,2,1
110,0.55,12,30.18,50,1069,0.66,17,Lecture,32,200,2.5,3,1
1,0.01,9,22.44,48,431,0.88,13,Lecture,35,200,2.5,2,-1
21,0.1,15,24.52,61,538,0.54,12,Networking,41,200,2.0,3,1
114,0.57,15,30.47,68,1022,0.38,13,Lecture,39,200,2.5,2,1
172,0.86,21,33.08,53,1454,0.63,18,Networking,42,200,1.5,3,1
78,0.39,14,26.88,62,818,0.65,10,Lecture,38,200,2.5,4,0
75,0.38,6,28.04,73,910,0.87,16,Lecture,37,200,2.0,3,1
99,0.49,21,28.81,62,1027,0.48,10,Lecture,30,200,2.5,3,1
180,0.9,24,31.99,45,1460,0.32,10,Lecture,34,200,2.0,2,1
130,0.65,25,30.02,53,1237,0.82,10,Networking,38,200,2.5,1,1
55,0.28,12,25.18,61,666,0.75,18,Lecture,29,200,2.5,2,0
14,0.07,7,23.81,47,526,0.42,10,Networking,42,200,1.5,2,-1
55,0.28,18,26.97,48,806,0.21,10,Empty,31,200,2.0,3,0
75,0.38,17,25.9,55,914,0.45,13,Lecture,34,200,2.5,4,-1
89,0.45,5,28.61,58,903,0.21,16,Empty,28,200,1.5,1,1
27,0.14,6,25.34,72,598,0.29,17,Empty,32,200,1.5,1,1
86,0.43,23,26.85,63,943,0.3,12,Networking,30,200,2.0,3,0
14,0.07,10,24.39,61,492,0.45,16,Lecture,40,200,1.5,2,0
25,0.12,25,25.65,55,541,0.22,18,Lecture,42,200,2.5,3,-1
16,0.08,6,24.13,66,469,0.25,15,Empty,41,200,2.5,3,0
146,0.73,12,32.74,43,1276,0.62,18,Lecture,41,200,2.0,1,1
106,0.53,14,29.16,55,1008,0.28,18,Networking,42,200,2.0,3,1
200,1.0,19,33.48,64,1677,0.28,13,Empty,29,200,1.5,1,1
190,0.95,1,31.83,41,1545,0.62,12,Empty,32,200,2.5,1,1
46,0.23,1,27.41,46,754,0.75,18,Networking,37,200,1.5,4,1
75,0.38,22,28.4,54,926,0.49,16,Empty,36,200,2.0,1,1
133,0.67,18,30.31,46,1218,0.27,17,Networking,38,200,1.5,1,1
46,0.23,22,24.76,69,656,0.59,10,Lecture,35,200,2.5,2,1
78,0.39,21,25.73,62,845,0.63,15,Empty,29,200,1.5,4,0
191,0.95,6,34.23,48,1466,0.47,15,Networking,42,200,2.5,3,1
137,0.69,1,30.33,45,1184,0.38,18,Lecture,35,200,2.0,1,1
12,0.06,19,25.09,56,440,0.82,16,Lecture,33,200,2.0,1,0
48,0.24,11,27.29,53,736,0.91,18,Lecture,40,200,2.0,1,1
167,0.83,9,30.48,42,1430,0.64,11,Empty,36,200,1.5,4,1
27,0.14,0,24.16,42,544,0.54,10,Networking,30,200,1.5,4,0
87,0.43,25,27.5,71,897,0.92,12,Lecture,39,200,2.5,3,1
112,0.56,10,28.16,47,1065,0.79,13,Lecture,33,200,2.5,2,1
12,0.06,20,23.77,68,463,0.95,18,Empty,32,200,1.5,1,-1
49,0.24,8,26.96,69,762,0.8,11,Networking,36,200,2.0,1,0
191,0.95,15,32.47,60,1603,0.82,17,Networking,29,200,2.5,4,1
29,0.14,1,26.65,59,518,0.24,9,Empty,37,200,1.5,3,0
101,0.51,17,29.75,63,1039,0.23,14,Networking,33,200,2.5,2,1
146,0.73,0,29.93,40,1198,0.88,10,Lecture,34,200,2.5,2,1
39,0.2,24,25.2,68,567,1.0,14,Networking,35,200,2.5,4,-1
66,0.33,6,26.17,68,777,0.35,16,Networking,29,200,2.0,1,1
95,0.47,12,29.65,56,1050,0.24,18,Lecture,38,200,2.5,3,1
164,0.82,12,32.38,67,1440,0.27,11,Lecture,39,200,2.5,1,1
123,0.61,4,29.16,57,1061,0.65,9,Lecture,38,200,2.0,1,1
52,0.26,0,27.11,56,678,0.87,10,Empty,42,200,1.5,1,1
7,0.04,2,24.22,56,389,0.63,18,Networking,30,200,2.5,1,0
124,0.62,19,30.98,62,1120,0.84,9,Networking,38,200,2.5,1,1
121,0.6,2,29.84,67,1120,0.77,12,Empty,40,200,2.0,1,1
32,0.16,12,25.63,74,557,0.76,10,Lecture,42,200,1.5,3,1
67,0.34,7,26.95,60,739,0.8,14,Empty,42,200,1.5,2,0
188,0.94,19,33.27,62,1495,0.81,9,Lecture,33,200,2.5,1,1
85,0.42,17,28.28,44,973,0.63,14,Empty,33,200,2.0,3,1
15,0.07,21,23.76,68,417,0.63,14,Empty,41,200,2.5,2,-1
126,0.63,16,29.63,49,1183,0.41,17,Lecture,35,200,2.5,2,1
12,0.06,2,22.54,75,440,0.66,10,Lecture,31,200,2.5,3,1
92,0.46,20,26.58,71,875,0.45,17,Networking,30,200,1.5,1,1
131,0.66,3,31.15,43,1120,0.46,17,Networking,42,200,1.5,3,1
47,0.23,17,26.51,64,671,0.54,13,Lecture,31,200,2.5,1,0
97,0.48,8,29.48,58,991,0.68,16,Networking,37,200,2.0,2,1
113,0.56,24,27.91,58,1141,0.65,11,Networking,33,200,2.5,4,1
86,0.43,21,28.87,52,963,0.44,17,Empty,33,200,1.5,4,1
187,0.94,0,34.75,72,1548,0.65,13,Networking,40,200,1.5,4,1
191,0.95,25,32.25,61,1612,0.52,14,Networking,35,200,2.0,3,1
165,0.82,22,31.39,58,1402,0.66,14,Networking,36,200,2.5,1,1
200,1.0,16,32.61,57,1562,0.99,11,Lecture,35,200,1.5,4,1
